date,sales,onpromotion
2013-10-11,402913.84,0.0
2013-10-12,426379.7,0.0
2013-10-13,481781.25,0.0
2013-10-14,342694.72,0.0
2013-10-15,305242.56,0.0
2013-10-16,355696.97,0.0
2013-10-17,312949.4,0.0
2013-10-18,323327.88,0.0
2013-10-19,488245.56,0.0
2013-10-20,537713.5,0.0
2013-10-21,348721.3,0.0
2013-10-22,301641.78,0.0
2013-10-23,323105.12,0.0
2013-10-24,276059.1,0.0
2013-10-25,317570.44,0.0
2013-10-26,452902.38,0.0
2013-10-27,512891.47,0.0
2013-10-28,346941.9,0.0
2013-10-29,302333.0,0.0
2013-10-30,319494.72,0.0
2013-10-31,298195.44,0.0
2013-11-01,403637.22,0.0
2013-11-02,540615.56,0.0
2013-11-03,602796.56,0.0
2013-11-04,424314.16,0.0
2013-11-05,393322.2,0.0
2013-11-06,386426.97,0.0
2013-11-07,346293.34,0.0
2013-11-08,358473.97,0.0
2013-11-09,513850.3,0.0
2013-11-10,587666.5,0.0
2013-11-11,374087.88,0.0
2013-11-12,373277.75,0.0
2013-11-13,332279.25,0.0
2013-11-14,284567.4,0.0
2013-11-15,349383.28,0.0
2013-11-16,524065.6,0.0
2013-11-17,579209.25,0.0
2013-11-18,391945.56,0.0
2013-11-19,329455.28,0.0
2013-11-20,354337.75,0.0
2013-11-21,298047.06,0.0
2013-11-22,340734.22,0.0
2013-11-23,485544.3,0.0
2013-11-24,550925.3,0.0
2013-11-25,365965.5,0.0
2013-11-26,323292.84,0.0
2013-11-27,337083.28,0.0
2013-11-28,305982.97,0.0
2013-11-29,357000.4,0.0
2013-11-30,541977.6,0.0
2013-12-01,698217.1,0.0
2013-12-02,495488.38,0.0
2013-12-03,424438.06,0.0
2013-12-04,424147.03,0.0
2013-12-05,386406.8,0.0
2013-12-06,432661.75,0.0
2013-12-07,537181.3,0.0
2013-12-08,588855.9,0.0
2013-12-09,442309.3,0.0
2013-12-10,414421.7,0.0
2013-12-11,422957.2,0.0
2013-12-12,384256.1,0.0
2013-12-13,434657.0,0.0
2013-12-14,554911.94,0.0
2013-12-15,642015.75,0.0
2013-12-16,516060.28,0.0
2013-12-17,480470.72,0.0
2013-12-18,527481.3,0.0
2013-12-19,507461.03,0.0
2013-12-20,544104.25,0.0
2013-12-21,685673.06,0.0
2013-12-22,696295.1,0.0
2013-12-23,792865.3,0.0
2013-12-24,620663.3,0.0
2013-12-26,470731.16,0.0
2013-12-27,479314.97,0.0
2013-12-28,556952.3,0.0
2013-12-29,499719.5,0.0
2013-12-30,635134.75,0.0
2013-12-31,507264.66,0.0
2014-01-01,8602.065,0.0
2014-01-02,801011.25,0.0
2014-01-03,680672.9,0.0
2014-01-04,936628.9,0.0
2014-01-05,949618.8,0.0
2014-01-06,602268.56,0.0
2014-01-07,563450.6,0.0
2014-01-08,636176.9,0.0
2014-01-09,496377.94,0.0
2014-01-10,543055.3,0.0
2014-01-11,787321.44,0.0
2014-01-12,844633.6,0.0
2014-01-13,555547.0,0.0
2014-01-14,502643.1,0.0
2014-01-15,567067.5,0.0
2014-01-16,502789.22,0.0
2014-01-17,542937.94,0.0
2014-01-18,786779.9,0.0
2014-01-19,851735.3,0.0
2014-01-20,575850.06,0.0
2014-01-21,538817.2,0.0
2014-01-22,553097.6,0.0
2014-01-23,460789.03,0.0
2014-01-24,526124.56,0.0
2014-01-25,733881.0,0.0
2014-01-26,814057.75,0.0
2014-01-27,540798.8,0.0
2014-01-28,481593.44,0.0
2014-01-29,512854.0,0.0
2014-01-30,453642.97,0.0
2014-01-31,560816.2,0.0
2014-02-01,648870.2,0.0
2014-02-02,619805.56,0.0
2014-02-03,461637.53,0.0
2014-02-04,403189.6,0.0
2014-02-05,399138.3,0.0
2014-02-06,359139.1,0.0
2014-02-07,389471.56,0.0
2014-02-08,530128.06,0.0
2014-02-09,520753.75,0.0
2014-02-10,396622.75,0.0
2014-02-11,358382.72,0.0
2014-02-12,387758.4,0.0
2014-02-13,347373.3,0.0
2014-02-14,361206.4,0.0
2014-02-15,538893.4,0.0
2014-02-16,595300.25,0.0
2014-02-17,412029.28,0.0
2014-02-18,365331.25,0.0
2014-02-19,360161.62,0.0
2014-02-20,322451.9,0.0
2014-02-21,369403.66,0.0
2014-02-22,538206.06,0.0
2014-02-23,487896.47,0.0
2014-02-24,404224.2,0.0
2014-02-25,351418.12,0.0
2014-02-26,353604.28,0.0
2014-02-27,330330.2,0.0
2014-02-28,425624.78,0.0
2014-03-01,911360.25,0.0
2014-03-02,667413.06,0.0
2014-03-03,613973.0,0.0
2014-03-04,748930.9,0.0
2014-03-05,741756.44,0.0
2014-03-06,614082.44,0.0
2014-03-07,598242.3,0.0
2014-03-08,753345.25,0.0
2014-03-09,916117.6,0.0
2014-03-10,587414.8,0.0
2014-03-11,539365.4,0.0
2014-03-12,575676.8,0.0
2014-03-13,473298.03,0.0
2014-03-14,530515.25,0.0
2014-03-15,731049.8,0.0
2014-03-16,929808.5,0.0
2014-03-17,612719.5,0.0
2014-03-18,537427.9,0.0
2014-03-19,585974.7,0.0
2014-03-20,500897.12,0.0
2014-03-21,548811.5,0.0
2014-03-22,771704.94,0.0
2014-03-23,838814.6,0.0
2014-03-24,571762.06,0.0
2014-03-25,539861.6,0.0
2014-03-26,569680.56,0.0
2014-03-27,468581.4,0.0
2014-03-28,538905.8,0.0
2014-03-29,822333.1,0.0
2014-03-30,873958.8,0.0
2014-03-31,651800.5,0.0
2014-04-01,485079.88,8.0
2014-04-02,463917.3,4.0
2014-04-03,388867.97,120.0
2014-04-04,422578.75,5.0
2014-04-05,617680.2,7.0
2014-04-06,631888.25,7.0
2014-04-07,426091.1,3.0
2014-04-08,376663.28,8.0
2014-04-09,375309.1,4.0
2014-04-10,334052.75,119.0
2014-04-11,379646.84,14.0
2014-04-12,529919.94,10.0
2014-04-13,540190.3,16.0
2014-04-14,381386.3,8.0
2014-04-15,364689.06,45.0
2014-04-16,411357.1,45.0
2014-04-17,397464.84,455.0
2014-04-18,394392.2,37.0
2014-04-19,496904.75,36.0
2014-04-20,520126.4,56.0
2014-04-21,398677.4,28.0
2014-04-22,370552.25,49.0
2014-04-23,372232.6,58.0
2014-04-24,320875.47,460.0
2014-04-25,357173.72,22.0
2014-04-26,497334.75,39.0
2014-04-27,560508.44,52.0
2014-04-28,362271.9,65.0
2014-04-29,326338.34,73.0
2014-04-30,357079.97,86.0
2014-05-01,530380.9,547.0
2014-05-02,443284.9,215.0
2014-05-03,610391.75,72.0
2014-05-04,646164.9,58.0
2014-05-05,427601.72,67.0
2014-05-06,388945.88,84.0
2014-05-07,391932.2,71.0
2014-05-08,337483.72,472.0
2014-05-09,381335.2,218.0
2014-05-10,577012.0,61.0
2014-05-11,454512.94,59.0
2014-05-12,398251.88,61.0
2014-05-13,360734.53,65.0
2014-05-14,356373.8,151.0
2014-05-15,332272.84,534.0
2014-05-16,380822.75,1188.0
2014-05-17,537873.94,129.0
2014-05-18,634519.75,139.0
2014-05-19,388814.75,110.0
2014-05-20,354372.34,157.0
2014-05-21,356898.47,191.0
2014-05-22,310660.16,1561.0
2014-05-23,349549.9,1274.0
2014-05-24,516627.25,220.0
2014-05-25,573412.2,218.0
2014-05-26,373831.1,188.0
2014-05-27,327642.16,196.0
2014-05-28,338481.78,192.0
2014-05-29,326624.56,1586.0
2014-05-30,375782.62,1224.0
2014-05-31,597192.44,267.0
2014-06-01,742732.8,123.0
2014-06-02,512725.78,195.0
2014-06-03,443636.2,213.0
2014-06-04,423284.5,236.0
2014-06-05,359474.5,1616.0
2014-06-06,391266.12,1264.0
2014-06-07,557142.44,197.0
2014-06-08,626026.94,215.0
2014-06-09,415798.94,199.0
2014-06-10,351689.44,199.0
2014-06-11,373828.16,258.0
2014-06-12,329408.06,1979.0
2014-06-13,392308.38,1335.0
2014-06-14,622073.0,278.0
2014-06-15,441279.94,250.0
2014-06-16,447450.25,338.0
2014-06-17,380396.03,380.0
2014-06-18,373408.66,425.0
2014-06-19,332280.94,2360.0
2014-06-20,369206.78,1933.0
2014-06-21,538613.9,308.0
2014-06-22,591184.1,360.0
2014-06-23,414929.62,237.0
2014-06-24,340464.75,266.0
2014-06-25,355342.4,354.0
2014-06-26,315798.2,2168.0
2014-06-27,370793.56,2732.0
2014-06-28,510870.8,425.0
2014-06-29,567218.9,302.0
2014-06-30,429324.06,352.0
2014-07-01,720480.6,2320.0
2014-07-02,747430.1,4310.0
2014-07-03,583844.75,2384.0
2014-07-04,595424.3,4056.0
2014-07-05,817307.1,610.0
2014-07-06,918276.6,583.0
2014-07-07,638526.44,492.0
2014-07-08,557291.5,2184.0
2014-07-09,574451.44,4280.0
2014-07-10,498047.56,2464.0
2014-07-11,535644.2,4056.0
2014-07-12,756698.75,568.0
2014-07-13,733653.75,720.0
2014-07-14,584867.1,617.0
2014-07-15,562860.0,2328.0
2014-07-16,621336.5,4450.0
2014-07-17,498221.72,2416.0
2014-07-18,547619.06,4276.0
2014-07-19,728988.25,759.0
2014-07-20,776474.1,636.0
2014-07-21,600228.44,592.0
2014-07-22,530276.06,2288.0
2014-07-23,574168.6,4460.0
2014-07-24,484618.8,2424.0
2014-07-25,579767.3,4396.0
2014-07-26,688919.56,673.0
2014-07-27,747307.9,605.0
2014-07-28,583936.7,557.0
2014-07-29,524743.3,2208.0
2014-07-30,578056.94,4640.0
2014-07-31,532423.56,2320.0
2014-08-01,506826.78,4410.0
2014-08-02,626533.6,506.0
2014-08-03,625898.2,453.0
2014-08-04,471173.3,402.0
2014-08-05,417197.47,395.0
2014-08-06,402914.38,515.0
2014-08-07,359701.53,2310.0
2014-08-08,397759.94,4308.0
2014-08-09,496192.78,574.0
2014-08-10,509681.75,612.0
2014-08-11,409544.56,530.0
2014-08-12,353898.22,488.0
2014-08-13,372116.53,623.0
2014-08-14,340740.8,2332.0
2014-08-15,402631.84,4456.0
2014-08-16,533996.1,578.0
2014-08-17,564443.2,559.0
2014-08-18,433042.3,514.0
2014-08-19,379329.97,512.0
2014-08-20,398126.78,582.0
2014-08-21,355108.88,2412.0
2014-08-22,388359.9,4480.0
2014-08-23,499678.22,649.0
2014-08-24,528990.56,680.0
2014-08-25,412250.06,591.0
2014-08-26,355053.9,516.0
2014-08-27,366321.5,623.0
2014-08-28,327912.44,2176.0
2014-08-29,403288.9,4268.0
2014-08-30,586373.7,437.0
2014-08-31,660088.2,455.0
2014-09-01,812526.25,633.0
2014-09-02,717351.56,2300.0
2014-09-03,726683.9,4724.0
2014-09-04,551340.06,2656.0
2014-09-05,603043.25,4800.0
2014-09-06,870139.44,959.0
2014-09-07,997964.06,942.0
2014-09-08,648651.75,802.0
2014-09-09,562420.56,2512.0
2014-09-10,612987.5,4870.0
2014-09-11,483462.94,2736.0
2014-09-12,564382.9,4730.0
2014-09-13,795802.25,1018.0
2014-09-14,896501.56,1020.0
2014-09-15,630710.56,870.0
2014-09-16,608240.0,2648.0
2014-09-17,617472.4,5000.0
2014-09-18,479500.84,2684.0
2014-09-19,550213.1,4616.0
2014-09-20,808490.75,898.0
2014-09-21,901420.44,975.0
2014-09-22,589120.3,798.0
2014-09-23,559954.3,2592.0
2014-09-24,598183.1,4836.0
2014-09-25,466867.38,2488.0
2014-09-26,515474.22,4320.0
2014-09-27,781202.4,632.0
2014-09-28,886531.8,739.0
2014-09-29,586682.8,582.0
2014-09-30,599093.94,2278.0
2014-10-01,784500.25,4804.0
2014-10-02,634306.5,2616.0
2014-10-03,675639.3,4480.0
2014-10-04,931317.5,735.0
2014-10-05,985466.94,658.0
2014-10-06,641480.75,606.0
2014-10-07,586410.25,2352.0
2014-10-08,620201.3,4784.0
2014-10-09,510519.94,2450.0
2014-10-10,702470.3,4570.0
2014-10-11,748309.1,564.0
2014-10-12,843971.1,648.0
2014-10-13,611726.94,565.0
2014-10-14,550589.56,2356.0
2014-10-15,624797.5,4944.0
2014-10-16,538252.6,2556.0
2014-10-17,558538.1,4550.0
2014-10-18,820841.0,769.0
2014-10-19,935410.6,769.0
2014-10-20,624630.0,609.0
2014-10-21,542207.2,2086.0
2014-10-22,584926.4,4756.0
2014-10-23,492233.22,2526.0
2014-10-24,528403.7,4476.0
2014-10-25,758926.25,1003.0
2014-10-26,892128.5,1020.0
2014-10-27,572806.6,583.0
2014-10-28,512678.8,2328.0
2014-10-29,560819.7,4950.0
2014-10-30,459715.25,2356.0
2014-10-31,561876.06,4420.0
2014-11-01,873539.25,975.0
2014-11-02,709851.5,944.0
2014-11-03,973192.06,690.0
2014-11-04,702751.94,2372.0
2014-11-05,718799.94,4856.0
2014-11-06,566118.4,2520.0
2014-11-07,585330.25,4390.0
2014-11-08,816064.6,861.0
2014-11-09,941478.44,956.0
2014-11-10,593376.8,540.0
2014-11-11,552505.75,2362.0
2014-11-12,588093.5,4810.0
2014-11-13,468057.38,2504.0
2014-11-14,553008.0,4430.0
2014-11-15,786124.2,1184.0
2014-11-16,956619.4,1058.0
2014-11-17,620876.3,754.0
2014-11-18,553367.2,2664.0
2014-11-19,580234.0,5148.0
2014-11-20,511855.75,2824.0
2014-11-21,567978.75,4572.0
2014-11-22,763720.1,868.0
2014-11-23,907432.7,973.0
2014-11-24,610847.94,710.0
2014-11-25,541225.6,2544.0
2014-11-26,579125.3,5020.0
2014-11-27,475823.9,2774.0
2014-11-28,559619.8,4656.0
2014-11-29,850925.1,994.0
2014-11-30,1023691.25,1076.0
2014-12-01,817413.56,1423.0
2014-12-02,735319.2,3044.0
2014-12-03,715127.6,5360.0
2014-12-04,578961.5,3216.0
2014-12-05,635445.1,4850.0
2014-12-06,829386.7,1151.0
2014-12-07,1013889.8,1165.0
2014-12-08,790283.3,922.0
2014-12-09,665123.94,2992.0
2014-12-10,732121.06,5560.0
2014-12-11,580542.2,3160.0
2014-12-12,642760.4,4852.0
2014-12-13,854830.9,1261.0
2014-12-14,999106.1,1410.0
2014-12-15,790182.94,1025.0
2014-12-16,799067.06,2972.0
2014-12-17,779966.5,5290.0
2014-12-18,731938.5,3180.0
2014-12-19,757349.4,4940.0
2014-12-20,935555.5,1534.0
2014-12-21,1056605.2,1579.0
2014-12-22,1008143.4,1582.0
2014-12-23,1064978.0,3364.0
2014-12-24,965982.9,5828.0
2014-12-26,872098.44,5710.0
2014-12-27,740596.2,1747.0
2014-12-28,716329.6,1859.0
2014-12-29,773998.4,1783.0
2014-12-30,912970.56,3494.0
2014-12-31,844380.5,5650.0
2015-01-01,12773.617,12.0
2015-01-02,657763.4,4948.0
2015-01-03,648880.7,1306.0
2015-01-04,730923.75,1295.0
2015-01-05,569267.3,1148.0
2015-01-06,477886.75,1042.0
2015-01-07,494160.84,1291.0
2015-01-08,417482.7,3064.0
2015-01-09,439381.22,4760.0
2015-01-10,569956.94,954.0
2015-01-11,694860.94,1058.0
2015-01-12,442845.53,1043.0
2015-01-13,393800.0,1213.0
2015-01-14,400923.97,1586.0
2015-01-15,371146.16,2608.0
2015-01-16,423599.94,4510.0
2015-01-17,621865.44,712.0
2015-01-18,678277.0,577.0
2015-01-19,448217.9,588.0
2015-01-20,405308.78,569.0
2015-01-21,413202.6,697.0
2015-01-22,364862.53,2598.0
2015-01-23,416937.2,4476.0
2015-01-24,588849.9,632.0
2015-01-25,631623.94,616.0
2015-01-26,410009.62,540.0
2015-01-27,360009.84,560.0
2015-01-28,376935.9,639.0
2015-01-29,343062.16,2696.0
2015-01-30,435899.66,4650.0
2015-01-31,656205.8,763.0
2015-02-01,815294.5,727.0
2015-02-02,538301.9,653.0
2015-02-03,475249.84,583.0
2015-02-04,451923.16,687.0
2015-02-05,407491.97,2640.0
2015-02-06,437147.53,4644.0
2015-02-07,599911.6,721.0
2015-02-08,622994.25,690.0
2015-02-09,458002.16,722.0
2015-02-10,400826.0,694.0
2015-02-11,400115.34,766.0
2015-02-12,384963.16,2612.0
2015-02-13,493265.47,4536.0
2015-02-14,562855.06,697.0
2015-02-15,434886.66,576.0
2015-02-16,420740.9,574.0
2015-02-17,483088.12,609.0
2015-02-18,497499.06,670.0
2015-02-19,436360.9,2616.0
2015-02-20,483681.0,4388.0
2015-02-21,572753.06,443.0
2015-02-22,691339.06,573.0
2015-02-23,443349.9,425.0
2015-02-24,407890.28,411.0
2015-02-25,395774.97,476.0
2015-02-26,354938.22,2632.0
2015-02-27,436488.44,4476.0
2015-02-28,635263.4,504.0
2015-03-01,820435.0,617.0
2015-03-02,546037.8,464.0
2015-03-03,492365.25,571.0
2015-03-04,483330.56,608.0
2015-03-05,428599.8,2680.0
2015-03-06,463723.97,4452.0
2015-03-07,657377.2,660.0
2015-03-08,659563.44,538.0
2015-03-09,480371.94,557.0
2015-03-10,457881.75,567.0
2015-03-11,425617.72,572.0
2015-03-12,382588.66,2664.0
2015-03-13,434806.0,4500.0
2015-03-14,616609.75,649.0
2015-03-15,662700.9,636.0
2015-03-16,466598.44,597.0
2015-03-17,415359.53,581.0
2015-03-18,398630.0,600.0
2015-03-19,373324.38,2698.0
2015-03-20,467687.94,4476.0
2015-03-21,624099.25,597.0
2015-03-22,646466.4,666.0
2015-03-23,462664.25,543.0
2015-03-24,407369.72,445.0
2015-03-25,408258.2,579.0
2015-03-26,367006.97,2768.0
2015-03-27,436906.6,4596.0
2015-03-28,589854.7,587.0
2015-03-29,641213.75,669.0
2015-03-30,437878.84,632.0
2015-03-31,443278.9,590.0
2015-04-01,557223.2,777.0
2015-04-02,524588.9,2854.0
2015-04-03,510296.78,4600.0
2015-04-04,653894.2,712.0
2015-04-05,659669.56,707.0
2015-04-06,519734.8,578.0
2015-04-07,464788.22,631.0
2015-04-08,461140.22,753.0
2015-04-09,398718.3,2884.0
2015-04-10,445869.3,4724.0
2015-04-11,610603.0,736.0
2015-04-12,659939.0,715.0
2015-04-13,453724.75,643.0
2015-04-14,403623.4,666.0
2015-04-15,438106.28,739.0
2015-04-16,418643.2,3374.0
2015-04-17,456303.25,5104.0
2015-04-18,629155.7,1195.0
2015-04-19,684544.94,1249.0
2015-04-20,481694.78,1146.0
2015-04-21,426018.3,1090.0
2015-04-22,421108.22,1250.0
2015-04-23,392147.03,3300.0
2015-04-24,437625.5,5216.0
2015-04-25,588781.5,1185.0
2015-04-26,625901.0,1169.0
2015-04-27,425049.16,1046.0
2015-04-28,374839.2,1057.0
2015-04-29,398724.34,1012.0
2015-04-30,432612.16,3268.0
2015-05-01,674509.4,5556.0
2015-05-02,711052.25,1343.0
2015-05-03,742887.8,1381.0
2015-05-04,556245.1,1282.0
2015-05-05,509493.22,1240.0
2015-05-06,504999.56,1340.0
2015-05-07,444082.3,3372.0
2015-05-08,481304.22,5130.0
2015-05-09,706705.44,1156.0
2015-05-10,558062.25,1024.0
2015-05-11,524864.06,1055.0
2015-05-12,452162.88,1014.0
2015-05-13,446915.62,1172.0
